CustomerID;CustomerName;BillToCustomerID;CustomerCategoryID;BuyingGroupID;PrimaryContactPersonID;AlternateContactPersonID;DeliveryMethodID;DeliveryCityID;CreditLimit;AccountOpenedDate;StandardDiscountPercentage;IsStatementSent;IsOnCreditHold;PaymentDays;PhoneNumber;WebsiteURL;DeliveryAddressLine;DeliveryLocationLat;DeliveryLocationLong
124;Tailspin Toys (Hanoverton, OH);1;3;1;1247;1248;3;14556;NULL;01/01/2013;0.000;0;0;7;(216) 555-0100;http://www.tailspintoys.com/Hanoverton;1419 Hadrabova Avenue;40,7511704;-80,937032
125;Tailspin Toys (Annamoriah, WV);1;3;1;1249;1250;3;890;NULL;01/01/2013;0.000;0;0;7;(304) 555-0100;http://www.tailspintoys.com/Annamoriah;1394 Ankitham Crescent;38,9406392;-81,227061
126;Tailspin Toys (Francis Mills, NJ);1;3;1;1251;1252;3;12142;NULL;01/01/2013;0.000;0;0;7;(201) 555-0100;http://www.tailspintoys.com/FrancisMills;772 Naicker Road;40,1348354;-74,3973717
127;Tailspin Toys (Point Roberts, WA);1;3;1;1253;1254;3;27424;NULL;01/01/2013;0.000;0;0;7;(206) 555-0100;http://www.tailspintoys.com/PointRoberts;70 Nishad Avenue;48,9853824;-123,077974
128;Tailspin Toys (East Portal, CO);1;3;1;1255;1256;3;9884;NULL;01/01/2013;0.000;0;0;7;(303) 555-0100;http://www.tailspintoys.com/EastPortal;999 Kasesalu Road;39,9033204;-105,6444469
129;Tailspin Toys (Mineral Hills, MI);1;3;1;1257;1258;3;22430;NULL;01/01/2013;0.000;0;0;7;(231) 555-0100;http://www.tailspintoys.com/MineralHills;1421 Radoncis Road;46,1132871;-88,6479102
130;Tailspin Toys (Maple Shade, NJ);1;3;1;1259;1260;3;20846;NULL;01/01/2013;0.000;0;0;7;(201) 555-0100;http://www.tailspintoys.com/MapleShade;81 Banerjee Crescent;39,9526127;-74,9923915
131;Tailspin Toys (Kwethluk, AK);1;3;1;1261;1262;3;18058;NULL;01/01/2013;0.000;0;0;7;(907) 555-0100;http://www.tailspintoys.com/Kwethluk;486 Spirlea Avenue;60,8122222;-161,4358333
132;Tailspin Toys (Minidoka, ID);1;3;1;1263;1264;3;22453;NULL;01/01/2013;0.000;0;0;7;(208) 555-0100;http://www.tailspintoys.com/Minidoka;585 Dao Lane;42,7537967;-113,4902829
133;Tailspin Toys (Lake Erie Beach, NY);1;3;1;1265;1266;3;18346;NULL;01/01/2013;0.000;0;0;7;(212) 555-0100;http://www.tailspintoys.com/LakeErieBeach;1755 De Road;42,6242257;-79,066983
134;Tailspin Toys (Tavares, FL);1;3;1;1267;1268;3;33660;NULL;01/01/2013;0.000;0;0;7;(239) 555-0100;http://www.tailspintoys.com/Tavares;1687 Valbe Avenue;28,8041579;-81,725632
135;Tailspin Toys (Terre du Lac, MO);1;3;1;1269;1270;3;33806;NULL;01/01/2013;0.000;0;0;7;(314) 555-0100;http://www.tailspintoys.com/TerreduLac;171 Bite Lane;37,9117174;-90,6254052
136;Tailspin Toys (Mount Montgomery, NV);1;3;1;1271;1272;3;23229;NULL;01/01/2013;0.000;0;0;7;(702) 555-0100;http://www.tailspintoys.com/MountMontgomery;1909 Cosic Crescent;37,9796525;-118,3215086
137;Tailspin Toys (Carbonville, UT);1;3;1;1273;1274;3;5304;NULL;01/01/2013;0.000;0;0;7;(385) 555-0100;http://www.tailspintoys.com/Carbonville;931 Han Crescent;39,6199647;-110,8343268
138;Tailspin Toys (Navassa, NC);1;3;1;1275;1276;3;23687;NULL;01/01/2013;0.000;0;0;7;(252) 555-0100;http://www.tailspintoys.com/Navassa;333 Shasthri Road;34,2554474;-78,0074906
139;Tailspin Toys (Hardeeville, SC);1;3;1;1277;1278;3;14596;NULL;01/01/2013;0.000;0;0;7;(803) 555-0100;http://www.tailspintoys.com/Hardeeville;478 KlanCisar Lane;32,2871413;-81,0806665
140;Tailspin Toys (Furley, KS);1;3;1;1279;1280;3;12483;NULL;01/01/2013;0.000;0;0;7;(316) 555-0100;http://www.tailspintoys.com/Furley;1096 Poursokh Crescent;37,8791795;-97,2128162
141;Tailspin Toys (Arrow Rock, MO);1;3;1;1281;1282;3;1244;NULL;01/01/2013;0.000;0;0;7;(314) 555-0100;http://www.tailspintoys.com/ArrowRock;1190 Syme Street;39,0697466;-92,9465808
142;Tailspin Toys (King Cove, AK);1;3;1;1283;1284;3;17742;NULL;01/01/2013;0.000;0;0;7;(907) 555-0100;http://www.tailspintoys.com/KingCove;433 Reddy Street;55,0616667;-162,3102778
143;Tailspin Toys (Ashtabula, OH);1;3;1;1285;1286;3;1343;NULL;01/01/2013;0.000;0;0;7;(216) 555-0100;http://www.tailspintoys.com/Ashtabula;612 Gill Crescent;41,8650534;-80,7898089
144;Tailspin Toys (Larose, LA);1;3;1;1287;1288;3;18772;NULL;01/01/2013;0.000;0;0;7;(225) 555-0100;http://www.tailspintoys.com/Larose;859 Thota Lane;29,572438;-90,3817483
145;Tailspin Toys (Manahawkin, NJ);1;3;1;1289;1290;3;20672;NULL;01/01/2013;0.000;0;0;7;(201) 555-0100;http://www.tailspintoys.com/Manahawkin;726 Roy Boulevard;39,695397;-74,2587527
146;Tailspin Toys (Belgreen, AL);1;3;1;1291;1292;3;2425;NULL;01/01/2013;0.000;0;0;7;(205) 555-0100;http://www.tailspintoys.com/Belgreen;469 Formanek Street;34,474818;-87,8664241
147;Tailspin Toys (Fishtail, MT);1;3;1;1293;1294;3;11597;NULL;01/01/2013;0.000;0;0;7;(406) 555-0100;http://www.tailspintoys.com/Fishtail;469 Patel Avenue;45,4535539;-109,5043343
148;Tailspin Toys (Baraboo, WI);1;3;1;1295;1296;3;1904;NULL;01/01/2013;0.000;0;0;7;(262) 555-0100;http://www.tailspintoys.com/Baraboo;1951 Rozitis Lane;43,4710944;-89,7442907
149;Tailspin Toys (Inguadona, MN);1;3;1;1297;1298;3;16557;NULL;01/01/2013;0.000;0;0;7;(218) 555-0100;http://www.tailspintoys.com/Inguadona;196 Kubat Street;46,9832886;-94,1302482
150;Tailspin Toys (Corfu, NY);1;3;1;1299;1300;3;7594;NULL;01/01/2013;0.000;0;0;7;(212) 555-0100;http://www.tailspintoys.com/Corfu;1989 Utjesenovic Road;42,9600595;-78,4055767
151;Tailspin Toys (Antares, AZ);1;3;1;1301;1302;3;928;NULL;01/01/2013;0.000;0;0;7;(480) 555-0100;http://www.tailspintoys.com/Antares;307 Raju Street;35,419715;-113,8085563
152;Tailspin Toys (Sun River, MT);1;3;1;1303;1304;3;33227;NULL;01/01/2013;0.000;0;0;7;(406) 555-0100;http://www.tailspintoys.com/SunRiver;1229 Bordelon Lane;47,5332872;-111,7213719
153;Tailspin Toys (Marcell, MN);1;3;1;1305;1306;3;20901;NULL;01/01/2013;0.000;0;0;7;(218) 555-0100;http://www.tailspintoys.com/Marcell;1952 Laramee Street;47,5929997;-93,6907581
154;Tailspin Toys (Eden Valley, MN);1;3;1;1307;1308;3;10043;NULL;01/01/2013;0.000;0;0;7;(218) 555-0100;http://www.tailspintoys.com/EdenValley;226 Auzina Lane;45,3260745;-94,5461074
155;Tailspin Toys (Arbor Vitae, WI);1;3;1;1309;1310;3;1040;NULL;01/01/2013;0.000;0;0;7;(262) 555-0100;http://www.tailspintoys.com/ArborVitae;234 Benda Crescent;45,9205077;-89,6634802
156;Tailspin Toys (Hollywood Park, TX);1;3;1;1311;1312;3;15783;NULL;01/01/2013;0.000;0;0;7;(210) 555-0100;http://www.tailspintoys.com/HollywoodPark;1948 Podnieks Road;29,6005047;-98,48724
157;Tailspin Toys (Saks, AL);1;3;1;1313;1314;3;30216;NULL;01/01/2013;0.000;0;0;7;(205) 555-0100;http://www.tailspintoys.com/Saks;1962 Celik Road;33,6987135;-85,8396879
158;Tailspin Toys (Donner, LA);1;3;1;1315;1316;3;9237;NULL;01/01/2013;0.000;0;0;7;(225) 555-0100;http://www.tailspintoys.com/Donner;299 Gill Boulevard;29,6957647;-90,9442629
159;Tailspin Toys (Saint Louis Park, MN);1;3;1;1317;1318;3;30132;NULL;01/01/2013;0.000;0;0;7;(218) 555-0100;http://www.tailspintoys.com/SaintLouisPark;565 Singh Lane;44,9482979;-93,3480051
160;Tailspin Toys (Crary, ND);1;3;1;1319;1320;3;7914;NULL;01/01/2013;0.000;0;0;7;(701) 555-0100;http://www.tailspintoys.com/Crary;522 Longo Lane;48,0708347;-98,6384434
161;Tailspin Toys (Aspen Park, CO);1;3;1;1321;1322;3;1366;NULL;01/01/2013;0.000;0;0;7;(303) 555-0100;http://www.tailspintoys.com/AspenPark;1611 Alfred Lane;39,539155;-105,2947148
162;Tailspin Toys (Glen Park, NY);1;3;1;1323;1324;3;13136;NULL;01/01/2013;0.000;0;0;7;(212) 555-0100;http://www.tailspintoys.com/GlenPark;1219 Van Groesen Avenue;44,0011701;-75,9663138
163;Tailspin Toys (Panaca, NV);1;3;1;1325;1326;3;26076;NULL;01/01/2013;0.000;0;0;7;(702) 555-0100;http://www.tailspintoys.com/Panaca;155 Jantunen Boulevard;37,79052;-114,3894336
164;Tailspin Toys (Rothsville, PA);1;3;1;1327;1328;3;29651;NULL;01/01/2013;0.000;0;0;7;(215) 555-0100;http://www.tailspintoys.com/Rothsville;1840 Roman Road;40,1512059;-76,2510654
165;Tailspin Toys (Topstone, CT);1;3;1;1329;1330;3;34256;NULL;01/01/2013;0.000;0;0;7;(203) 555-0100;http://www.tailspintoys.com/Topstone;1399 Mukherjee Avenue;41,2959287;-73,4490109
166;Tailspin Toys (McCamey, TX);1;3;1;1331;1332;3;21431;NULL;01/01/2013;0.000;0;0;7;(210) 555-0100;http://www.tailspintoys.com/McCamey;1556 Barua Boulevard;31,1359813;-102,2243041
167;Tailspin Toys (Rockwall, TX);1;3;1;1333;1334;3;29320;NULL;01/01/2013;0.000;0;0;7;(210) 555-0100;http://www.tailspintoys.com/Rockwall;1492 Lanctot Crescent;32,9312336;-96,4597089
168;Tailspin Toys (Seagraves, TX);1;3;1;1335;1336;3;30926;NULL;01/01/2013;0.000;0;0;7;(210) 555-0100;http://www.tailspintoys.com/Seagraves;1216 Nilsson Crescent;32,9442651;-102,564915
169;Tailspin Toys (Sinclair, WY);1;3;1;1337;1338;3;31685;NULL;01/01/2013;0.000;0;0;7;(307) 555-0100;http://www.tailspintoys.com/Sinclair;391 Cindric Boulevard;41,7749592;-107,113103
170;Tailspin Toys (Eastchester, NY);1;3;1;1339;1340;3;9932;NULL;01/01/2013;0.000;0;0;7;(212) 555-0100;http://www.tailspintoys.com/Eastchester;1568 Srisati Boulevard;40,8884329;-73,8281895
171;Tailspin Toys (Ortley Beach, NJ);1;3;1;1341;1342;3;25653;NULL;01/01/2013;0.000;0;0;7;(201) 555-0100;http://www.tailspintoys.com/OrtleyBeach;834 Mookjai Avenue;39,9556738;-74,074303
172;Tailspin Toys (Madrone, NM);1;3;1;1343;1344;3;20535;NULL;01/01/2013;0.000;0;0;7;(505) 555-0100;http://www.tailspintoys.com/Madrone;1520 Podnieks Road;34,5939498;-106,7330813
173;Tailspin Toys (Wappingers Falls, NY);1;3;1;1345;1346;3;35833;NULL;01/01/2013;0.000;0;0;7;(212) 555-0100;http://www.tailspintoys.com/WappingersFalls;822 Shasthri Road;41,5964825;-73,91097
174;Tailspin Toys (Astor Park, FL);1;3;1;1347;1348;3;1380;NULL;01/01/2013;0.000;0;0;7;(239) 555-0100;http://www.tailspintoys.com/AstorPark;440 Spousta Street;29,1535911;-81,5720175
175;Tailspin Toys (San Acacia, NM);1;3;1;1349;1350;3;30342;NULL;01/01/2013;0.000;0;0;7;(505) 555-0100;http://www.tailspintoys.com/SanAcacia;435 Lucchesi Boulevard;34,2553446;-106,8994726
176;Tailspin Toys (Malott, WA);1;3;1;1351;1352;3;20642;NULL;01/01/2013;0.000;0;0;7;(206) 555-0100;http://www.tailspintoys.com/Malott;680 Kallas Boulevard;48,2826495;-119,7067271
177;Tailspin Toys (Orrtanna, PA);1;3;1;1353;1354;3;25646;NULL;01/01/2013;0.000;0;0;7;(215) 555-0100;http://www.tailspintoys.com/Orrtanna;185 Saikkonen Avenue;39,8450942;-77,3608197
178;Tailspin Toys (Armstrong Creek, WI);1;3;1;1355;1356;3;1207;NULL;01/01/2013;0.000;0;0;7;(262) 555-0100;http://www.tailspintoys.com/ArmstrongCreek;902 Rozitis Crescent;45,6582937;-88,4462301
179;Tailspin Toys (Hiteman, IA);1;3;1;1357;1358;3;15610;NULL;01/01/2013;0.000;0;0;7;(319) 555-0100;http://www.tailspintoys.com/Hiteman;284 Paulet Street;41,0588945;-92,8921428
180;Tailspin Toys (Caselton, NV);1;3;1;1359;1360;3;5540;NULL;01/01/2013;0.000;0;0;7;(702) 555-0100;http://www.tailspintoys.com/Caselton;1839 Hadrabova Crescent;37,9191297;-114,4852707
181;Tailspin Toys (Heilwood, PA);1;3;1;1361;1362;3;15118;NULL;01/01/2013;0.000;0;0;7;(215) 555-0100;http://www.tailspintoys.com/Heilwood;1846 Hudecova Crescent;40,6209007;-78,915029
182;Tailspin Toys (Hayes Center, NE);1;3;1;1363;1364;3;14977;NULL;01/01/2013;0.000;0;0;7;(308) 555-0100;http://www.tailspintoys.com/HayesCenter;1059 Kamasamudram Avenue;40,5108385;-101,0196016
183;Tailspin Toys (Tierra Verde, FL);1;3;1;1365;1366;3;34028;NULL;01/01/2013;0.000;0;0;7;(239) 555-0100;http://www.tailspintoys.com/TierraVerde;927 Yadav Street;27,6919746;-82,7234337
184;Tailspin Toys (South Euclid, OH);1;3;1;1367;1368;3;32083;NULL;01/01/2013;0.000;0;0;7;(216) 555-0100;http://www.tailspintoys.com/SouthEuclid;862 Tomek Avenue;41,5231076;-81,5184553
185;Tailspin Toys (Vidrine, LA);1;3;1;1369;1370;3;35355;NULL;01/01/2013;0.000;0;0;7;(225) 555-0100;http://www.tailspintoys.com/Vidrine;920 Nesic Street;30,6926971;-92,3981875
186;Tailspin Toys (Placer, OR);1;3;1;1371;1372;3;27166;NULL;01/01/2013;0.000;0;0;7;(458) 555-0100;http://www.tailspintoys.com/Placer;1151 De Boulevard;42,6320633;-123,3153394
187;Tailspin Toys (Brown City, MI);1;3;1;1373;1374;3;4291;NULL;01/01/2013;0.000;0;0;7;(231) 555-0100;http://www.tailspintoys.com/BrownCity;1297 Hrdlickova Boulevard;43,2122486;-82,9896604
188;Tailspin Toys (Premont, TX);1;3;1;1375;1376;3;27840;NULL;01/01/2013;0.000;0;0;7;(210) 555-0100;http://www.tailspintoys.com/Premont;54 Matos Street;27,3605947;-98,1236151
189;Tailspin Toys (Wilkes-Barre, PA);1;3;1;1377;1378;3;37194;NULL;01/01/2013;0.000;0;0;7;(215) 555-0100;http://www.tailspintoys.com/Wilkes-Barre;1847 Alladi Street;41,2459149;-75,8813075
190;Tailspin Toys (Teutopolis, IL);1;3;1;1379;1380;3;33832;NULL;01/01/2013;0.000;0;0;7;(217) 555-0100;http://www.tailspintoys.com/Teutopolis;1171 Lukstina Road;39,1330967;-88,4719918
191;Tailspin Toys (Orchard Hill, GA);1;3;1;1381;1382;3;25552;NULL;01/01/2013;0.000;0;0;7;(229) 555-0100;http://www.tailspintoys.com/OrchardHill;946 Reddy Street;33,1865071;-84,2113095
192;Tailspin Toys (Optimo, NM);1;3;1;1383;1384;3;25505;NULL;01/01/2013;0.000;0;0;7;(505) 555-0100;http://www.tailspintoys.com/Optimo;978 Edden Street;35,8903166;-104,8036063
193;Tailspin Toys (Knifley, KY);1;3;1;1385;1386;3;17931;NULL;01/01/2013;0.000;0;0;7;(270) 555-0100;http://www.tailspintoys.com/Knifley;1591 Bhowmick Street;37,2428449;-85,1894035
194;Tailspin Toys (Naples Park, FL);1;3;1;1387;1388;3;23592;NULL;01/01/2013;0.000;0;0;7;(239) 555-0100;http://www.tailspintoys.com/NaplesPark;1724 Chatterjee Avenue;26,2617534;-81,8092543
195;Tailspin Toys (Lesslie, SC);1;3;1;1389;1390;3;19232;NULL;01/01/2013;0.000;0;0;7;(803) 555-0100;http://www.tailspintoys.com/Lesslie;1683 Stojkovic Crescent;34,890701;-80,9564659
196;Tailspin Toys (Howells, NE);1;3;1;1391;1392;3;16090;NULL;01/01/2013;0.000;0;0;7;(308) 555-0100;http://www.tailspintoys.com/Howells;6 Nandamuri Road;41,7250059;-97,0028133
197;Tailspin Toys (Magalia, CA);1;3;1;1393;1394;3;20538;NULL;01/01/2013;0.000;0;0;7;(209) 555-0100;http://www.tailspintoys.com/Magalia;103 Pulido Road;39,8121058;-121,5783059
198;Tailspin Toys (Buell, MO);1;3;1;1395;1396;3;4491;NULL;01/01/2013;0.000;0;0;7;(314) 555-0100;http://www.tailspintoys.com/Buell;804 Nantakarn Road;39,0342075;-91,4390477
199;Tailspin Toys (Antonito, CO);1;3;1;1397;1398;3;962;NULL;01/01/2013;0.000;0;0;7;(303) 555-0100;http://www.tailspintoys.com/Antonito;487 Rusl Street;37,079179;-106,0086329
200;Tailspin Toys (Tooele, UT);1;3;1;1399;1400;3;34230;NULL;01/01/2013;0.000;0;0;7;(385) 555-0100;http://www.tailspintoys.com/Tooele;691 Sonkar Avenue;40,5307776;-112,29828
201;Tailspin Toys (Skyway, WA);1;3;1;1401;1402;3;31752;NULL;01/01/2013;0.000;0;0;7;(206) 555-0100;http://www.tailspintoys.com/Skyway;658 Azevedo Lane;47,4914884;-122,2542892
401;Wingtip Toys (Head Office);401;3;2;2001;2002;3;25555;NULL;01/01/2013;0.000;0;0;7;(303) 555-0100;http://www.wingtiptoys.com;1263 Kwak Lane;39,0430375;-108,5523153
402;Wingtip Toys (Black Lick, PA);401;3;2;2003;2004;3;3127;NULL;01/01/2013;0.000;0;0;7;(215) 555-0100;http://www.wingtiptoys.com/BlackLick;581 Koppel Lane;40,4792348;-79,1997569
403;Wingtip Toys (Queen Valley, AZ);401;3;2;2005;2006;3;28129;NULL;01/01/2013;0.000;0;0;7;(480) 555-0100;http://www.wingtiptoys.com/QueenValley;1750 Lampsa Road;33,2986656;-111,2895709
404;Wingtip Toys (Penns Creek, PA);401;3;2;2007;2008;3;26579;NULL;01/01/2013;0.000;0;0;7;(215) 555-0100;http://www.wingtiptoys.com/PennsCreek;834 Poddar Avenue;40,8598045;-77,0552539
405;Wingtip Toys (Bourbonnais, IL);401;3;2;2009;2010;3;3659;NULL;01/01/2013;0.000;0;0;7;(217) 555-0100;http://www.wingtiptoys.com/Bourbonnais;510 Dumina Boulevard;41,1416991;-87,8750429
406;Wingtip Toys (Tuscaloosa, AL);401;3;2;2011;2012;3;34633;NULL;01/01/2013;0.000;0;0;7;(205) 555-0100;http://www.wingtiptoys.com/Tuscaloosa;581 Ioveanu Crescent;33,2098407;-87,5691735
407;Wingtip Toys (Mooringsport, LA);401;3;2;2013;2014;3;22903;NULL;01/01/2013;0.000;0;0;7;(225) 555-0100;http://www.wingtiptoys.com/Mooringsport;104 Nutiu Crescent;32,6876455;-93,961015
408;Wingtip Toys (Rockwall, TX);401;3;2;2015;2016;3;29320;NULL;01/01/2013;0.000;0;0;7;(210) 555-0100;http://www.wingtiptoys.com/Rockwall;1414 Correa Road;32,9312336;-96,4597089
409;Wingtip Toys (Orick, CA);401;3;2;2017;2018;3;25581;NULL;01/01/2013;0.000;0;0;7;(209) 555-0100;http://www.wingtiptoys.com/Orick;1612 TunC Avenue;41,2867896;-124,0597937
410;Wingtip Toys (Bernstein, TX);401;3;2;2019;2020;3;2791;NULL;01/01/2013;0.000;0;0;7;(210) 555-0100;http://www.wingtiptoys.com/Bernstein;1921 Bose Boulevard;36,3941959;-101,3571044
411;Wingtip Toys (Edmund, WI);401;3;2;2021;2022;3;10134;NULL;01/01/2013;0.000;0;0;7;(262) 555-0100;http://www.wingtiptoys.com/Edmund;910 Hrdlickova Crescent;42,9674944;-90,264568
412;Wingtip Toys (Bozeman Hot Springs, MT);401;3;2;2023;2024;3;3762;NULL;01/01/2013;0.000;0;0;7;(406) 555-0100;http://www.wingtiptoys.com/BozemanHotSprings;1639 Deb Lane;45,66614721;-111,1850034
413;Wingtip Toys (Truscott, TX);401;3;2;2025;2026;3;34519;NULL;01/01/2013;0.000;0;0;7;(210) 555-0100;http://www.wingtiptoys.com/Truscott;1572 Mudaliyar Lane;33,7542544;-99,8112042
414;Wingtip Toys (Rose Tree, PA);401;3;2;2027;2028;3;29530;NULL;01/01/2013;0.000;0;0;7;(215) 555-0100;http://www.wingtiptoys.com/RoseTree;1837 Vasiljevic Boulevard;39,934278;-75,3901933
415;Wingtip Toys (Leathersville, GA);401;3;2;2029;2030;3;18983;NULL;01/01/2013;0.000;0;0;7;(229) 555-0100;http://www.wingtiptoys.com/Leathersville;1555 Negi Crescent;33,7167949;-82,4398499
416;Wingtip Toys (Necedah, WI);401;3;2;2031;2032;3;23707;NULL;01/01/2013;0.000;0;0;7;(262) 555-0100;http://www.wingtiptoys.com/Necedah;1732 Diaz Road;44,0260775;-90,0740181
417;Wingtip Toys (Chetek, WI);401;3;2;2033;2034;3;6313;NULL;01/01/2013;0.000;0;0;7;(262) 555-0100;http://www.wingtiptoys.com/Chetek;310 Benipal Lane;45,3141273;-91,6510007
418;Wingtip Toys (Yaak, MT);401;3;2;2035;2036;3;37969;NULL;01/01/2013;0.000;0;0;7;(406) 555-0100;http://www.wingtiptoys.com/Yaak;1588 Kohout Crescent;48,8330088;-115,7087944
419;Wingtip Toys (Compass Lake, FL);401;3;2;2037;2038;3;7343;NULL;01/01/2013;0.000;0;0;7;(239) 555-0100;http://www.wingtiptoys.com/CompassLake;1050 Tu Boulevard;30,5926937;-85,3927045
420;Wingtip Toys (Herlong, CA);401;3;2;2039;2040;3;15248;NULL;01/01/2013;0.000;0;0;7;(209) 555-0100;http://www.wingtiptoys.com/Herlong;1386 Lucescu Lane;40,1435142;-120,1346519
421;Wingtip Toys (Highland Home, AL);401;3;2;2041;2042;3;15434;NULL;01/01/2013;0.000;0;0;7;(205) 555-0100;http://www.wingtiptoys.com/HighlandHome;1985 Flamand Lane;31,9534835;-86,3138546
422;Wingtip Toys (Naches, WA);401;3;2;2043;2044;3;23542;NULL;01/01/2013;0.000;0;0;7;(206) 555-0100;http://www.wingtiptoys.com/Naches;323 Buecek Crescent;46,730958;-120,699516
423;Wingtip Toys (Baldwin City, KS);401;3;2;2045;2046;3;1811;NULL;01/01/2013;0.000;0;0;7;(316) 555-0100;http://www.wingtiptoys.com/BaldwinCity;295 Rosberg Avenue;38,775007;-95,1863603
424;Wingtip Toys (Heartwell, NE);401;3;2;2047;2048;3;15057;NULL;01/01/2013;0.000;0;0;7;(308) 555-0100;http://www.wingtiptoys.com/Heartwell;1910 Stavinohova Crescent;40,5705702;-98,787853
425;Wingtip Toys (Bethel Acres, OK);401;3;2;2049;2050;3;2862;NULL;01/01/2013;0.000;0;0;7;(405) 555-0100;http://www.wingtiptoys.com/BethelAcres;631 Zahradnicek Avenue;35,3126284;-97,04936289
426;Wingtip Toys (Willow Valley, AZ);401;3;2;2051;2052;3;37316;NULL;01/01/2013;0.000;0;0;7;(480) 555-0100;http://www.wingtiptoys.com/WillowValley;2001 Lee Boulevard;34,9119475;-114,6066314
427;Wingtip Toys (Athol Springs, NY);401;3;2;2053;2054;3;1417;NULL;01/01/2013;0.000;0;0;7;(212) 555-0100;http://www.wingtiptoys.com/AtholSprings;840 Rezaei Lane;42,769781;-78,8664229
428;Wingtip Toys (Paw Paw Lake, MI);401;3;2;2055;2056;3;26376;NULL;01/01/2013;0.000;0;0;7;(231) 555-0100;http://www.wingtiptoys.com/PawPawLake;1097 Grabensek Street;42,2122597;-86,2719674
429;Wingtip Toys (Lilbourn, MO);401;3;2;2057;2058;3;19405;NULL;01/01/2013;0.000;0;0;7;(314) 555-0100;http://www.wingtiptoys.com/Lilbourn;435 Vladu Crescent;36,5922816;-89,6153571
430;Wingtip Toys (Lost River, ID);401;3;2;2059;2060;3;20043;NULL;01/01/2013;0.000;0;0;7;(208) 555-0100;http://www.wingtiptoys.com/LostRiver;506 Dikshit Lane;43,68691;-113,614571
431;Wingtip Toys (Rosa Sánchez, PR);401;3;2;2061;2062;3;29490;NULL;01/01/2013;0.000;0;0;7;(787) 555-0100;http://www.wingtiptoys.com/RosaSánchez;583 Aluri Road;18,0597925;-65,909286
432;Wingtip Toys (Vamo, FL);401;3;2;2063;2064;3;35078;NULL;01/01/2013;0.000;0;0;7;(239) 555-0100;http://www.wingtiptoys.com/Vamo;1523 Lukes Lane;27,2219951;-82,4978748
433;Wingtip Toys (Balko, OK);401;3;2;2065;2066;3;1820;NULL;01/01/2013;0.000;0;0;7;(405) 555-0100;http://www.wingtiptoys.com/Balko;430 Paulet Crescent;36,6339746;-100,7086567
434;Wingtip Toys (Lime Lake, NY);401;3;2;2067;2068;3;19434;NULL;01/01/2013;0.000;0;0;7;(212) 555-0100;http://www.wingtiptoys.com/LimeLake;983 Cavalcante Street;42,4345078;-78,4797427
435;Wingtip Toys (Teutopolis, IL);401;3;2;2069;2070;3;33832;NULL;01/01/2013;0.000;0;0;7;(217) 555-0100;http://www.wingtiptoys.com/Teutopolis;1871 Grabensek Road;39,1330967;-88,4719918
436;Wingtip Toys (Gargatha, VA);401;3;2;2071;2072;3;12680;NULL;01/01/2013;0.000;0;0;7;(276) 555-0100;http://www.wingtiptoys.com/Gargatha;1362 Gajula Road;37,8001273;-75,5979836
437;Wingtip Toys (Cadogan, PA);401;3;2;2073;2074;3;4860;NULL;01/01/2013;0.000;0;0;7;(215) 555-0100;http://www.wingtiptoys.com/Cadogan;1266 Aggarwal Road;40,7539533;-79,5811576
438;Wingtip Toys (Lucasville, OH);401;3;2;2075;2076;3;20189;NULL;01/01/2013;0.000;0;0;7;(216) 555-0100;http://www.wingtiptoys.com/Lucasville;857 Bose Avenue;38,879518;-82,9968419
439;Wingtip Toys (Cylon, WI);401;3;2;2077;2078;3;8306;NULL;01/01/2013;0.000;0;0;7;(262) 555-0100;http://www.wingtiptoys.com/Cylon;1673 Pokorna Avenue;45,1221865;-92,352969
440;Wingtip Toys (Asher, OK);401;3;2;2079;2080;3;1299;NULL;01/01/2013;0.000;0;0;7;(405) 555-0100;http://www.wingtiptoys.com/Asher;1277 Almeida Street;34,9934707;-96,94741529
441;Wingtip Toys (Keosauqua, IA);401;3;2;2081;2082;3;17587;NULL;01/01/2013;0.000;0;0;7;(319) 555-0100;http://www.wingtiptoys.com/Keosauqua;830 Sal Crescent;40,7303058;-91,9623949
442;Wingtip Toys (Homer City, PA);401;3;2;2083;2084;3;15835;NULL;01/01/2013;0.000;0;0;7;(215) 555-0100;http://www.wingtiptoys.com/HomerCity;1993 TunC Street;40,5434007;-79,1622566
443;Wingtip Toys (Berville, MI);401;3;2;2085;2086;3;2815;NULL;01/01/2013;0.000;0;0;7;(231) 555-0100;http://www.wingtiptoys.com/Berville;824 Padilla Crescent;42,9083621;-82,8829846
444;Wingtip Toys (Tea, SD);401;3;2;2087;2088;3;33701;NULL;01/01/2013;0.000;0;0;7;(605) 555-0100;http://www.wingtiptoys.com/Tea;1362 Chu Crescent;43,4463668;-96,8358847
445;Wingtip Toys (Dacono, CO);401;3;2;2089;2090;3;8322;NULL;01/01/2013;0.000;0;0;7;(303) 555-0100;http://www.wingtiptoys.com/Dacono;541 Shergill Street;40,0847062;-104,9394216
446;Wingtip Toys (Saint Landry, LA);401;3;2;2091;2092;3;30119;NULL;01/01/2013;0.000;0;0;7;(225) 555-0100;http://www.wingtiptoys.com/SaintLandry;782 Chakraborty Road;30,8443611;-92,257905
447;Wingtip Toys (Coin, IA);401;3;2;2093;2094;3;7069;NULL;01/01/2013;0.000;0;0;7;(319) 555-0100;http://www.wingtiptoys.com/Coin;1197 Nastase Avenue;40,6544393;-95,2302597
